run_id,timestamp_utc,provider,model,llm_model,experiment_name,experiment_id,sampling_surface,requested_sampling_profile,effective_sampling_profile,requested_sampling_json,effective_sampling_json,unsupported_sampling_json,google_thinking_mode,prompt_version,certificate_version,project_folder,surface,theorem_pack_id,theorems_file,case_selector,hypothesis,theorems_path,result_file,chain_result_file,raw_dir,cases_total,pass_count,false_refusal_count,false_accept_count,request_failure_count,schema_failure_count,parse_failure_count,kernel_failure_count,format_failure_count,avg_latency_ms,max_latency_ms,run_elapsed_seconds,category_count
phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r01,2026-04-03T03:57:40Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r01-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-nd-v1,direct,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r01.csv,,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r01,8,7,0,0,0,1,0,0,0,7545.75,22431,60,6
phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r02,2026-04-03T03:58:29Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r02-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-nd-v1,direct,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r02.csv,,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r02,8,8,0,0,0,0,0,0,0,5955.50,13529,47,6
phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r03,2026-04-03T03:59:25Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r03-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-nd-v1,direct,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r03.csv,,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r03,8,7,0,0,0,1,0,0,0,6956.88,18294,55,6
phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r04,2026-04-03T04:00:08Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r04-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-nd-v1,direct,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r04.csv,,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r04,8,7,0,0,0,1,0,0,0,5146.62,8679,41,6
phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r05,2026-04-03T04:01:17Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r05-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-nd-v1,direct,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r05.csv,,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r05,8,6,1,0,0,1,0,0,0,8513.00,26719,68,6
phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r06,2026-04-03T04:02:09Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r06-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-nd-v1,direct,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r06.csv,,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r06,8,7,0,0,0,1,0,0,0,6387.75,11880,51,6
phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r07,2026-04-03T04:03:08Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r07-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-nd-v1,direct,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r07.csv,,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r07,8,6,0,0,0,2,0,0,0,7308.25,14919,58,6
phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r08,2026-04-03T04:04:12Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r08-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-nd-v1,direct,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r08.csv,,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r08,8,8,0,0,0,0,0,0,0,7935.88,31505,63,6
phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r09,2026-04-03T04:05:29Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r09-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-nd-v1,direct,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r09.csv,,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r09,8,5,1,0,0,2,0,0,0,9438.25,39656,75,6
phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r10,2026-04-03T04:06:16Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r10-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-nd-v1,direct,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r10.csv,,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/phase2-2026040_direct_local-compatible-gpt-oss-120b-cloud-r10,8,7,0,0,0,1,0,0,0,5849.12,13688,46,6
phase2-2026040_direct_local-compatible-glm-5-cloud-r01,2026-04-03T04:09:37Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r01-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-nd-v1,direct,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_phase2-2026040_direct_local-compatible-glm-5-cloud-r01.csv,,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/phase2-2026040_direct_local-compatible-glm-5-cloud-r01,8,8,0,0,0,0,0,0,0,25020.88,50382,200,6
