run_id,timestamp_utc,provider,model,llm_model,experiment_name,experiment_id,sampling_surface,requested_sampling_profile,effective_sampling_profile,requested_sampling_json,effective_sampling_json,unsupported_sampling_json,google_thinking_mode,prompt_version,certificate_version,project_folder,surface,cases_file,case_selector,hypothesis,cases_path,result_file,chain_result_file,import_catalog_file,raw_dir,cases_total,pass_count,false_refusal_count,false_accept_count,request_failure_count,schema_failure_count,parse_failure_count,kernel_failure_count,contract_failure_count,format_failure_count,avg_latency_ms,max_latency_ms,run_elapsed_seconds,category_count
phase1-expanded-100-20260404-01_phase1-expanded-100-main-gpt-oss-20b-r10,2026-04-04T19:45:14Z,compatible,compatible:gpt-oss:20b,gpt-oss:20b,formal-mode,formal-mode-seed42-topp1-r10-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_fc99e2388716.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_fc99e2388716,100,55,0,0,32,12,0,1,0,0,38703.51,60003,3871,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-gpt-oss-120b-cloud-r02,2026-04-04T19:52:51Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-seed42-topp1-r02-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_ed21e773e935.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_ed21e773e935,100,89,1,0,0,7,0,2,0,1,6256.65,49618,626,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-gpt-oss-120b-cloud-r03,2026-04-04T19:53:45Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-seed42-topp1-r03-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_ef72c831325e.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_ef72c831325e,100,83,0,0,0,15,0,2,0,0,5261.72,19107,527,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-gpt-oss-120b-cloud-r04,2026-04-04T19:55:03Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-seed42-topp1-r04-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_d009414dfa1c.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_d009414dfa1c,100,85,3,0,0,11,0,1,0,0,5878.54,30595,588,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-gpt-oss-120b-cloud-r05,2026-04-04T20:02:45Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-seed42-topp1-r05-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_00390aa91066.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_00390aa91066,100,88,0,0,0,11,0,1,0,0,5925.66,29904,593,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-gpt-oss-120b-cloud-r06,2026-04-04T20:04:20Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-seed42-topp1-r06-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_d4f97e743c10.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_d4f97e743c10,100,92,2,0,0,6,0,0,0,0,6337.47,49277,634,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-gpt-oss-120b-cloud-r07,2026-04-04T20:04:33Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-seed42-topp1-r07-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_18b3c483ed3a.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_18b3c483ed3a,100,94,0,0,0,4,0,1,0,1,5685.19,19971,569,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-gpt-oss-120b-cloud-r08,2026-04-04T20:12:07Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-seed42-topp1-r08-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_11fc376d574b.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_11fc376d574b,100,89,1,0,0,7,0,3,0,0,5603.09,31786,561,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-gpt-oss-120b-cloud-r09,2026-04-04T20:13:21Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-seed42-topp1-r09-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_29c055c8b37a.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_29c055c8b37a,100,86,3,0,0,11,0,0,0,0,5395.35,32149,540,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-gpt-oss-120b-cloud-r10,2026-04-04T20:13:32Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-seed42-topp1-r10-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_988fceee6c55.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_988fceee6c55,100,85,3,0,0,11,0,1,0,0,5378.36,23111,538,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-glm-5-cloud-r01,2026-04-04T20:32:54Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-seed42-topp1-r01-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_4d35cf0895d7.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_4d35cf0895d7,100,89,0,0,0,9,0,1,0,1,12458.49,59035,1246,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-glm-5-cloud-r02,2026-04-04T20:36:48Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-seed42-topp1-r02-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_ac7794b4b36a.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_ac7794b4b36a,100,88,0,0,1,7,0,3,0,1,14055.10,60000,1406,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-glm-5-cloud-r03,2026-04-04T20:38:58Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-seed42-topp1-r03-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_b89f49b6264e.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_b89f49b6264e,100,89,0,0,1,6,0,1,0,3,15241.35,60000,1524,5
