run_id,timestamp_utc,provider,model,llm_model,experiment_name,experiment_id,sampling_surface,requested_sampling_profile,effective_sampling_profile,requested_sampling_json,effective_sampling_json,unsupported_sampling_json,google_thinking_mode,prompt_version,certificate_version,project_folder,surface,cases_file,case_selector,hypothesis,cases_path,result_file,raw_dir,cases_total,pass_count,false_refusal_count,false_accept_count,request_failure_count,schema_failure_count,parse_failure_count,kernel_failure_count,format_failure_count,avg_latency_ms,max_latency_ms,run_elapsed_seconds,category_count
phase1-entailed-gap-audit-20260402_phase1-next-cycle-main-glm-5-cloud-r01,2026-04-02T14:43:05Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r01-20260402,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/entailed-gap-audit.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/entailed-gap-audit.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_2d962f2e0da0.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_2d962f2e0da0,10,9,0,0,0,1,0,0,0,10451.90,20523,104,5
phase1-entailed-gap-audit-20260402_phase1-next-cycle-main-glm-5-cloud-r02,2026-04-02T14:44:32Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r02-20260402,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/entailed-gap-audit.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/entailed-gap-audit.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_cdd4e53b34cf.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_cdd4e53b34cf,10,9,0,0,0,1,0,0,0,8619.30,16709,86,5
phase1-entailed-gap-audit-20260402_phase1-next-cycle-main-glm-5-cloud-r03,2026-04-02T14:46:35Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r03-20260402,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/entailed-gap-audit.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/entailed-gap-audit.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_43ea33c6a40f.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_43ea33c6a40f,10,9,0,0,0,1,0,0,0,12250.90,26737,122,5
phase1-entailed-gap-audit-20260402_phase1-next-cycle-main-glm-5-cloud-r04,2026-04-02T14:48:46Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r04-20260402,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/entailed-gap-audit.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/entailed-gap-audit.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_df8e090056be.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_df8e090056be,10,9,0,0,0,1,0,0,0,12957.30,21726,129,5
phase1-entailed-gap-audit-20260402_phase1-next-cycle-main-glm-5-cloud-r05,2026-04-02T14:52:50Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r05-20260402,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/entailed-gap-audit.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/entailed-gap-audit.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_18c525e93595.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_18c525e93595,10,8,0,0,1,1,0,0,0,24364.10,60000,243,5
phase1-entailed-gap-audit-20260402_phase1-next-cycle-main-deepseek-v3-1-671b-cloud-r01,2026-04-02T14:54:25Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r01-20260402,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/entailed-gap-audit.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/entailed-gap-audit.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_63a55d4c7714.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_63a55d4c7714,10,5,1,0,0,1,0,3,0,9402.10,25531,94,5
phase1-entailed-gap-audit-20260402_phase1-next-cycle-main-deepseek-v3-1-671b-cloud-r02,2026-04-02T14:57:14Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r02-20260402,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/entailed-gap-audit.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/entailed-gap-audit.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_b57d2c3c2e33.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_b57d2c3c2e33,10,6,0,0,0,1,0,3,0,16779.70,42389,167,5
phase1-entailed-gap-audit-20260402_phase1-next-cycle-main-deepseek-v3-1-671b-cloud-r03,2026-04-02T14:59:03Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r03-20260402,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/entailed-gap-audit.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/entailed-gap-audit.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_d984b357ca81.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_d984b357ca81,10,4,1,0,0,1,0,4,0,10809.10,25654,108,5
phase1-entailed-gap-audit-20260402_phase1-next-cycle-main-deepseek-v3-1-671b-cloud-r04,2026-04-02T15:01:21Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r04-20260402,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/entailed-gap-audit.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/entailed-gap-audit.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_b71b0139f01d.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_b71b0139f01d,10,4,1,0,0,1,0,4,0,13764.60,31704,137,5
phase1-entailed-gap-audit-20260402_phase1-next-cycle-main-deepseek-v3-1-671b-cloud-r05,2026-04-02T15:03:29Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r05-20260402,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/entailed-gap-audit.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/entailed-gap-audit.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_68ab17c1e3c3.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_68ab17c1e3c3,10,5,1,0,0,1,0,3,0,12651.00,21004,126,5
