run_id,timestamp_utc,provider,model,llm_model,experiment_name,experiment_id,sampling_surface,requested_sampling_profile,effective_sampling_profile,requested_sampling_json,effective_sampling_json,unsupported_sampling_json,google_thinking_mode,prompt_version,certificate_version,project_folder,surface,theorem_pack_id,theorems_file,case_selector,hypothesis,theorems_path,result_file,chain_result_file,raw_dir,cases_total,pass_count,false_refusal_count,false_accept_count,request_failure_count,schema_failure_count,parse_failure_count,kernel_failure_count,format_failure_count,avg_latency_ms,max_latency_ms,run_elapsed_seconds,category_count
phase2-2026040_nd_local-compatible-gpt-oss-120b-cloud-r01,2026-04-03T04:42:22Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r01-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_23db039e70ac.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_23db039e70ac,8,6,0,0,0,2,0,0,0,7214.62,14475,57,6
phase2-2026040_nd_local-compatible-gpt-oss-120b-cloud-r02,2026-04-03T04:43:11Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r02-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_1ca5cb66dc5b.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_1ca5cb66dc5b,8,7,0,0,0,1,0,0,0,5951.12,13993,47,6
phase2-2026040_nd_local-compatible-gpt-oss-120b-cloud-r03,2026-04-03T04:44:15Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r03-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_c22770ef71ef.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_c22770ef71ef,8,5,0,0,0,3,0,0,0,7908.50,15926,63,6
phase2-2026040_nd_local-compatible-gpt-oss-120b-cloud-r04,2026-04-03T04:45:13Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r04-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_a9e57ab0f255.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_a9e57ab0f255,8,8,0,0,0,0,0,0,0,7152.00,18054,57,6
phase2-2026040_nd_local-compatible-gpt-oss-120b-cloud-r05,2026-04-03T04:46:15Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r05-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_a3f0a33d0193.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_a3f0a33d0193,8,6,0,0,0,2,0,0,0,7566.75,17789,60,6
phase2-2026040_nd_local-compatible-gpt-oss-120b-cloud-r06,2026-04-03T04:47:13Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r06-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_869eac435717.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_869eac435717,8,7,0,0,0,1,0,0,0,7111.38,20852,57,6
phase2-2026040_nd_local-compatible-gpt-oss-120b-cloud-r07,2026-04-03T04:48:06Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r07-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_4fa8b105fbe5.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_4fa8b105fbe5,8,6,0,0,0,2,0,0,0,6604.38,17724,52,6
phase2-2026040_nd_local-compatible-gpt-oss-120b-cloud-r08,2026-04-03T04:49:05Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r08-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_766306bd773d.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_766306bd773d,8,7,0,0,0,1,0,0,0,7162.62,17892,57,6
phase2-2026040_nd_local-compatible-gpt-oss-120b-cloud-r09,2026-04-03T04:50:09Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r09-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_1232328fadf0.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_1232328fadf0,8,8,0,0,0,0,0,0,0,7956.62,21812,63,6
phase2-2026040_nd_local-compatible-gpt-oss-120b-cloud-r10,2026-04-03T04:51:08Z,compatible,compatible:gpt-oss:120b-cloud,gpt-oss:120b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r10-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_f0c77fdb1c75.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_f0c77fdb1c75,8,7,0,0,0,1,0,0,0,7223.00,19053,57,6
phase2-2026040_nd_local-compatible-glm-5-cloud-r01,2026-04-03T04:53:00Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r01-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_c7f46783a70f.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_c7f46783a70f,8,8,0,0,0,0,0,0,0,13886.62,48127,111,6
phase2-2026040_nd_local-compatible-glm-5-cloud-r02,2026-04-03T04:54:54Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r02-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_ea83cdae9de0.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_ea83cdae9de0,8,7,0,0,0,1,0,0,0,14145.25,35540,113,6
